,number,name,type,ability,hidden_ability,gender_ratio,hatch_cycle,egg_group,Base_Experience_Yield,height,weight,leveling_rate,color,base_friendship,category,gen,legendary
878,#0878,Cufant,Steel,Sheer Force,Heavy Metal,"50% male, 50% female",25cycles,Field / Mineral,66.0,1.2,100.0,Medium Fast,Yellow,50.0,Copperderm Pokémon,8,No
879,#0879,Copperajah,Steel,Sheer Force,Heavy Metal,"50% male, 50% female",25cycles,Field / Mineral,175.0,3.0,650.0,Medium Fast,Green,50.0,Copperderm Pokémon,8,No
880,#0880,Dracozolt,Electric / Dragon,Volt Absorb / Hustle,Sand Rush,Gender unknown,35cycles,No Eggs Discovered,177.0,1.8,190.0,Slow,Green,50.0,Fossil Pokémon,8,No
881,#0881,Arctozolt,Electric / Ice,Volt Absorb / Static,Slush Rush,Gender unknown,35cycles,No Eggs Discovered,177.0,2.3,150.0,Slow,Blue,50.0,Fossil Pokémon,8,No
882,#0882,Dracovish,Water / Dragon,Water Absorb / Strong Jaw,Sand Rush,Gender unknown,35cycles,No Eggs Discovered,177.0,2.3,215.0,Slow,Green,50.0,Fossil Pokémon,8,No
883,#0883,Arctovish,Water / Ice,Water Absorb / Ice Body,Slush Rush,Gender unknown,35cycles,No Eggs Discovered,177.0,2.0,175.0,Slow,Blue,50.0,Fossil Pokémon,8,No
884,#0884,Duraludon,Steel / Dragon,Light Metal / Heavy Metal,Stalwart,"50% male, 50% female",30cycles,Mineral / Dragon,187.0,1.8,40.0,Medium Fast,White,50.0,Alloy Pokémon,8,No
885,#0885,Dreepy,Dragon / Ghost,Clear Body / Infiltrator,Cursed Body,"50% male, 50% female",40cycles,Amorphous / Dragon,54.0,0.5,2.0,Slow,Green,50.0,Lingering Pokémon,8,No
886,#0886,Drakloak,Dragon / Ghost,Clear Body / Infiltrator,Cursed Body,"50% male, 50% female",40cycles,Amorphous / Dragon,144.0,1.4,11.0,Slow,Green,50.0,Caretaker Pokémon,8,No
887,#0887,Dragapult,Dragon / Ghost,Clear Body / Infiltrator,Cursed Body,"50% male, 50% female",40cycles,Amorphous / Dragon,300.0,3.0,50.0,Slow,Green,50.0,Stealth Pokémon,8,No
888,#0888,Zacian,Fairy,Intrepid Sword,None,Gender unknown,120cycles,No Eggs Discovered,335.0,2.8,110.0,Slow,Blue,0.0,Warrior Pokémon,8,Yes
889,#0889,Zamazenta,Fighting,Dauntless Shield,None,Gender unknown,120cycles,No Eggs Discovered,335.0,2.9,210.0,Slow,Red,0.0,Warrior Pokémon,8,Yes
890,#0890,Eternatus,Poison / Dragon,Pressure,None,Gender unknown,120cycles,No Eggs Discovered,345.0,20.0,950.0,Slow,Purple,0.0,Gigantic Pokémon,8,Yes
891,#0891,Kubfu,Fighting,Inner Focus,None,"87.5% male, 12.5% female",120cycles,No Eggs Discovered,77.0,0.6,12.0,Slow,Gray,50.0,Wushu Pokémon,8,Yes
892,#0892,Urshifu,Fighting / Dark,Unseen Fist,None,"87.5% male, 12.5% female",120cycles,No Eggs Discovered,275.0,1.9,105.0,Slow,Gray,50.0,Wushu Pokémon,8,Yes
893,#0893,Zarude,Dark / Grass,Leaf Guard,None,Gender unknown,120cycles,No Eggs Discovered,300.0,1.8,70.0,Slow,Black,0.0,Rogue Monkey Pokémon,8,Yes
894,#0894,Regieleki,Electric,Transistor,None,Gender unknown,120cycles,No Eggs Discovered,290.0,1.2,145.0,Slow,Yellow,35.0,Electron Pokémon,8,Yes
895,#0895,Regidrago,Dragon,Dragon's Maw,None,Gender unknown,120cycles,No Eggs Discovered,290.0,2.1,200.0,Slow,Green,35.0,Dragon Orb Pokémon,8,Yes
896,#0896,Glastrier,Ice,Chilling Neigh,None,Gender unknown,120cycles,No Eggs Discovered,290.0,2.2,800.0,Slow,White,35.0,Wild Horse Pokémon,8,Yes
897,#0897,Spectrier,Ghost,Grim Neigh,None,Gender unknown,120cycles,No Eggs Discovered,290.0,2.0,44.5,Slow,Black,35.0,Swift Horse Pokémon,8,Yes
898,#0898,Calyrex,Psychic / Grass,Unnerve,As One,Gender unknown,120cycles,No Eggs Discovered,250.0,1.1,7.7,Slow,Green,100.0,King PokémonHigh King Pokémon,8,Yes
899,#0899,Wyrdeer,Normal / Psychic,Intimidate / Frisk,Sap Sipper,"50% male, 50% female",20cycles,Field,263.0,1.8,95.1,Slow,Gray,50.0,Big Horn Pokémon,8,No
900,#0900,Kleavor,Bug / Rock,Swarm / Sheer Force,Sharpness,"50% male, 50% female",20cycles,Bug,175.0,1.8,89.0,Medium Fast,Brown,50.0,Axe Pokémon,8,No
901,#0901,Ursaluna,Ground / Normal,Guts / Bulletproof,Unnerve,"50% male, 50% female",20cycles,Field,275.0,2.4,290.0,Medium Fast,Brown,50.0,Peat Pokémon,8,No
902,#0902,Basculegion,Water / Ghost,Swift Swim / Adaptability,Mold Breaker,"50% male, 50% female",20cycles,Water 2,265.0,3.0,110.0,Medium Fast,Green,50.0,Big Fish Pokémon,8,No
903,#0903,Sneasler,Fighting / Poison,Pressure / Unburden,Poison Touch,"50% male, 50% female",20cycles,Field,102.0,1.3,43.0,Medium Slow,Blue,50.0,Free Climb Pokémon,8,No
904,#0904,Overqwil,Dark / Poison,Poison Point / Swift Swim,Intimidate,"50% male, 50% female",20cycles,Water 2,179.0,2.5,60.5,Medium Fast,Black,50.0,Pin Cluster Pokémon,8,No
905,#0905,Enamorus,Fairy / Flying,Cute Charm,Contrary,100% female,20cycles,No Eggs Discovered,116.0,1.6,48.0,Slow,Pink,50.0,Love-Hate Pokémon,8,Yes
906,#0906,Sprigatito,Grass,Overgrow,Protean,"87.5% male, 12.5% female",20cycles,Field / Grass,62.0,0.4,4.1,Medium Slow,Green,50.0,Grass Cat Pokémon,9,No
907,#0907,Floragato,Grass,Overgrow,Protean,"87.5% male, 12.5% female",20cycles,Field / Grass,144.0,0.9,12.2,Medium Slow,Green,50.0,Grass Cat Pokémon,9,No
908,#0908,Meowscarada,Grass / Dark,Overgrow,Protean,"87.5% male, 12.5% female",20cycles,Field / Grass,265.0,1.5,31.2,Medium Slow,Green,50.0,Magician Pokémon,9,No
909,#0909,Fuecoco,Fire,Blaze,Unaware,"87.5% male, 12.5% female",20cycles,Field,62.0,0.4,9.8,Medium Slow,Red,50.0,Fire Croc Pokémon,9,No
910,#0910,Crocalor,Fire,Blaze,Unaware,"87.5% male, 12.5% female",20cycles,Field,144.0,1.0,30.7,Medium Slow,Red,50.0,Fire Croc Pokémon,9,No
911,#0911,Skeledirge,Fire / Ghost,Blaze,Unaware,"87.5% male, 12.5% female",20cycles,Field,265.0,1.6,326.5,Medium Slow,Red,50.0,Singer Pokémon,9,No
912,#0912,Quaxly,Water,Torrent,Moxie,"87.5% male, 12.5% female",20cycles,Flying / Water 1,62.0,0.5,6.1,Medium Slow,Blue,50.0,Duckling Pokémon,9,No
913,#0913,Quaxwell,Water,Torrent,Moxie,"87.5% male, 12.5% female",20cycles,Flying / Water 1,144.0,1.2,21.5,Medium Slow,Blue,50.0,Practicing Pokémon,9,No
914,#0914,Quaquaval,Water / Fighting,Torrent,Moxie,"87.5% male, 12.5% female",20cycles,Flying / Water 1,265.0,1.8,61.9,Medium Slow,Blue,50.0,Dancer Pokémon,9,No
915,#0915,Lechonk,Normal,Aroma Veil / Gluttony,Thick Fat,"50% male, 50% female",15cycles,Field,51.0,0.5,10.2,Medium Fast,Gray,50.0,Hog Pokémon,9,No
916,#0916,Oinkologne,Normal,Lingering Aroma / Gluttony,Thick Fat,"50% male, 50% female",15cycles,Field,171.0,1.0,120.0,Medium Fast,Gray,50.0,Hog Pokémon,9,No
917,#0917,Tarountula,Bug,Insomnia,Stakeout,"50% male, 50% female",15cycles,Bug,42.0,0.3,4.0,Erratic,White,50.0,String Ball Pokémon,9,No
918,#0918,Spidops,Bug,Insomnia,Stakeout,"50% male, 50% female",15cycles,Bug,141.0,1.0,16.5,Erratic,Green,50.0,Trap Pokémon,9,No
919,#0919,Nymble,Bug,Swarm,Tinted Lens,"50% male, 50% female",20cycles,Bug,42.0,0.2,1.0,Medium Fast,Gray,20.0,Grasshopper Pokémon,9,No
920,#0920,Lokix,Bug / Dark,Swarm,Tinted Lens,"50% male, 50% female",20cycles,Bug,158.0,1.0,17.5,Medium Fast,Gray,0.0,Grasshopper Pokémon,9,No
921,#0921,Pawmi,Electric,Static / Natural Cure,Iron Fist,"50% male, 50% female",15cycles,Field,48.0,0.3,2.5,Medium Fast,Yellow,50.0,Mouse Pokémon,9,No
922,#0922,Pawmo,Electric / Fighting,Volt Absorb / Natural Cure,Iron Fist,"50% male, 50% female",15cycles,Field,123.0,0.4,6.5,Medium Fast,Yellow,50.0,Mouse Pokémon,9,No
923,#0923,Pawmot,Electric / Fighting,Volt Absorb / Natural Cure,Iron Fist,"50% male, 50% female",15cycles,Field,245.0,0.9,41.0,Medium Fast,Yellow,50.0,Hands-On Pokémon,9,No
924,#0924,Tandemaus,Normal,Run Away / Pickup,Own Tempo,Gender unknown,10cycles,Field / Fairy,61.0,0.3,1.8,Fast,White,50.0,Couple Pokémon,9,No
925,#0925,Maushold,Normal,Friend Guard / Cheek Pouch,Technician,Gender unknown,10cycles,Field / Fairy,165.0,0.3,2.8,Fast,White,50.0,Family Pokémon,9,No
926,#0926,Fidough,Fairy,Own Tempo,Klutz,"50% male, 50% female",20cycles,Field / Mineral,62.0,0.3,10.9,Medium Slow,Yellow,50.0,Puppy Pokémon,9,No
927,#0927,Dachsbun,Fairy,Well-Baked Body,Aroma Veil,"50% male, 50% female",20cycles,Field / Mineral,167.0,0.5,14.9,Medium Slow,Brown,50.0,Dog Pokémon,9,No
928,#0928,Smoliv,Grass / Normal,Early Bird,Harvest,"50% male, 50% female",20cycles,Grass,52.0,0.3,6.5,Medium Slow,Green,50.0,Olive Pokémon,9,No
929,#0929,Dolliv,Grass / Normal,Early Bird,Harvest,"50% male, 50% female",20cycles,Grass,124.0,0.6,11.9,Medium Slow,Green,50.0,Olive Pokémon,9,No
930,#0930,Arboliva,Grass / Normal,Seed Sower,Harvest,"50% male, 50% female",20cycles,Grass,255.0,1.4,48.2,Medium Slow,Green,50.0,Olive Pokémon,9,No
931,#0931,Squawkabilly,Normal / Flying,Intimidate / Hustle,Guts / Sheer Force,"50% male, 50% female",15cycles,Flying,146.0,0.6,2.4,Erratic,Green,50.0,Parrot Pokémon,9,No
932,#0932,Nacli,Rock,Purifying Salt / Sturdy,Clear Body,"50% male, 50% female",20cycles,Mineral,56.0,0.4,16.0,Medium Slow,Brown,50.0,Rock Salt Pokémon,9,No
933,#0933,Naclstack,Rock,Purifying Salt / Sturdy,Clear Body,"50% male, 50% female",20cycles,Mineral,124.0,0.6,105.0,Medium Slow,Brown,50.0,Rock Salt Pokémon,9,No
934,#0934,Garganacl,Rock,Purifying Salt / Sturdy,Clear Body,"50% male, 50% female",20cycles,Mineral,250.0,2.3,240.0,Medium Slow,Brown,50.0,Rock Salt Pokémon,9,No
935,#0935,Charcadet,Fire,Flash Fire,Flame Body,"50% male, 50% female",35cycles,Human-Like,51.0,0.6,10.5,Slow,Red,50.0,Fire Child Pokémon,9,No
936,#0936,Armarouge,Fire / Psychic,Flash Fire,Weak Armor,"50% male, 50% female",35cycles,Human-Like,263.0,1.5,85.0,Slow,Red,20.0,Fire Warrior Pokémon,9,No
937,#0937,Ceruledge,Fire / Ghost,Flash Fire,Weak Armor,"50% male, 50% female",35cycles,Human-Like,263.0,1.6,62.0,Slow,Purple,20.0,Fire Blades Pokémon,9,No
938,#0938,Tadbulb,Electric,Own Tempo / Static,Damp,"50% male, 50% female",20cycles,Water 1,54.0,0.3,0.4,Medium Fast,Yellow,50.0,EleTadpole Pokémon,9,No
939,#0939,Bellibolt,Electric,Electromorphosis / Static,Damp,"50% male, 50% female",20cycles,Water 1,173.0,1.2,113.0,Medium Fast,Green,50.0,EleFrog Pokémon,9,No
940,#0940,Wattrel,Electric / Flying,Wind Power / Volt Absorb,Competitive,"50% male, 50% female",20cycles,Water 1 / Flying,56.0,0.4,3.6,Medium Slow,Black,50.0,Storm Petrel Pokémon,9,No
941,#0941,Kilowattrel,Electric / Flying,Wind Power / Volt Absorb,Competitive,"50% male, 50% female",20cycles,Water 1 / Flying,172.0,1.4,38.6,Medium Slow,Yellow,50.0,Frigatebird Pokémon,9,No
942,#0942,Maschiff,Dark,Intimidate / Run Away,Stakeout,"50% male, 50% female",20cycles,Field,68.0,0.5,16.0,Medium Slow,Brown,50.0,Rascal Pokémon,9,No
943,#0943,Mabosstiff,Dark,Intimidate / Guard Dog,Stakeout,"50% male, 50% female",20cycles,Field,177.0,1.1,61.0,Medium Slow,Gray,50.0,Boss Pokémon,9,No
944,#0944,Shroodle,Poison / Normal,Unburden / Pickpocket,Prankster,"50% male, 50% female",20cycles,Field,58.0,0.2,0.7,Medium Slow,Gray,50.0,Toxic Mouse Pokémon,9,No
945,#0945,Grafaiai,Poison / Normal,Unburden / Poison Touch,Prankster,"50% male, 50% female",20cycles,Field,170.0,0.7,27.2,Medium Slow,Gray,50.0,Toxic Monkey Pokémon,9,No
946,#0946,Bramblin,Grass / Ghost,Wind Rider,Infiltrator,"50% male, 50% female",20cycles,Grass,55.0,0.6,0.6,Medium Fast,Brown,50.0,Tumbleweed Pokémon,9,No
947,#0947,Brambleghast,Grass / Ghost,Wind Rider,Infiltrator,"50% male, 50% female",20cycles,Grass,168.0,1.2,6.0,Medium Fast,Brown,50.0,Tumbleweed Pokémon,9,No
948,#0948,Toedscool,Ground / Grass,Mycelium Might,None,"50% male, 50% female",20cycles,Grass,67.0,0.9,33.0,Medium Slow,Yellow,50.0,Woodear Pokémon,9,No
949,#0949,Toedscruel,Ground / Grass,Mycelium Might,None,"50% male, 50% female",20cycles,Grass,180.0,1.9,58.0,Medium Slow,Black,50.0,Woodear Pokémon,9,No
950,#0950,Klawf,Rock,Anger Shell / Shell Armor,Regenerator,"50% male, 50% female",35cycles,Water 3,158.0,1.3,79.0,Medium Fast,Red,50.0,Ambush Pokémon,9,No
951,#0951,Capsakid,Grass,Chlorophyll / Insomnia,Klutz,"50% male, 50% female",20cycles,Grass,61.0,0.3,3.0,Medium Fast,Green,50.0,Spicy Pepper Pokémon,9,No
952,#0952,Scovillain,Grass / Fire,Chlorophyll / Insomnia,Moody,"50% male, 50% female",20cycles,Grass,170.0,0.9,15.0,Medium Fast,Green,50.0,Spicy Pepper Pokémon,9,No
953,#0953,Rellor,Bug,Compound Eyes,Shed Skin,"50% male, 50% female",20cycles,Bug,54.0,0.2,1.0,Fast,Brown,50.0,Rolling Pokémon,9,No
954,#0954,Rabsca,Bug / Psychic,Synchronize,Telepathy,"50% male, 50% female",20cycles,Bug,165.0,0.3,3.5,Fast,Green,50.0,Rolling Pokémon,9,No
955,#0955,Flittle,Psychic,Anticipation / Frisk,Speed Boost,"50% male, 50% female",20cycles,Flying,51.0,0.2,1.5,Medium Slow,Yellow,50.0,Frill Pokémon,9,No
956,#0956,Espathra,Psychic,Opportunist / Frisk,Speed Boost,"50% male, 50% female",20cycles,Flying,168.0,1.9,90.0,Medium Slow,Yellow,50.0,Ostrich Pokémon,9,No
957,#0957,Tinkatink,Fairy / Steel,Mold Breaker / Own Tempo,Pickpocket,100% female,20cycles,Fairy,59.0,0.4,8.9,Medium Slow,Pink,50.0,Metalsmith Pokémon,9,No
958,#0958,Tinkatuff,Fairy / Steel,Mold Breaker / Own Tempo,Pickpocket,100% female,20cycles,Fairy,133.0,0.7,59.1,Medium Slow,Pink,50.0,Hammer Pokémon,9,No
959,#0959,Tinkaton,Fairy / Steel,Mold Breaker / Own Tempo,Pickpocket,100% female,20cycles,Fairy,253.0,0.7,112.8,Medium Slow,Pink,50.0,Hammer Pokémon,9,No
960,#0960,Wiglett,Water,Gooey / Rattled,Sand Veil,"50% male, 50% female",20cycles,Water 3,49.0,1.2,1.8,Medium Fast,White,50.0,Garden Eel Pokémon,9,No
961,#0961,Wugtrio,Water,Gooey / Rattled,Sand Veil,"50% male, 50% female",20cycles,Water 3,149.0,1.2,5.4,Medium Fast,Red,50.0,Garden Eel Pokémon,9,No
962,#0962,Bombirdier,Flying / Dark,Big Pecks / Keen Eye,Rocky Payload,"50% male, 50% female",35cycles,Flying,243.0,1.5,42.9,Slow,White,50.0,Item Drop Pokémon,9,No
963,#0963,Finizen,Water,Water Veil,None,"50% male, 50% female",40cycles,Field / Water 2,63.0,1.3,60.2,Slow,Blue,50.0,Dolphin Pokémon,9,No
964,#0964,Palafin,Water,Zero to Hero,None,"50% male, 50% female",40cycles,Field / Water 2,160.0,1.3,60.2,Slow,Blue,50.0,Dolphin PokémonHero Pokémon,9,No
965,#0965,Varoom,Steel / Poison,Overcoat,Slow Start,"50% male, 50% female",20cycles,Mineral,60.0,1.0,35.0,Medium Fast,Gray,50.0,Single-Cyl Pokémon,9,No
966,#0966,Revavroom,Steel / Poison,Overcoat,Filter,"50% male, 50% female",20cycles,Mineral,175.0,1.8,120.0,Medium Fast,Gray,50.0,Multi-Cyl Pokémon,9,No
967,#0967,Cyclizar,Dragon / Normal,Shed Skin,Regenerator,"50% male, 50% female",30cycles,Field,175.0,1.6,63.0,Medium Slow,Green,50.0,Mount Pokémon,9,No
968,#0968,Orthworm,Steel,Earth Eater,Sand Veil,"50% male, 50% female",35cycles,Field,240.0,2.5,310.0,Slow,Pink,50.0,Earthworm Pokémon,9,No
969,#0969,Glimmet,Rock / Poison,Toxic Debris,Corrosion,"50% male, 50% female",30cycles,Mineral,70.0,0.7,8.0,Medium Slow,Blue,50.0,Ore Pokémon,9,No
970,#0970,Glimmora,Rock / Poison,Toxic Debris,Corrosion,"50% male, 50% female",30cycles,Mineral,184.0,1.5,45.0,Medium Slow,Blue,50.0,Ore Pokémon,9,No
971,#0971,Greavard,Ghost,Pickup,Fluffy,"50% male, 50% female",20cycles,Field,58.0,0.6,35.0,Medium Slow,White,50.0,Ghost Dog Pokémon,9,No
972,#0972,Houndstone,Ghost,Sand Rush,Fluffy,"50% male, 50% female",20cycles,Field,171.0,2.0,15.0,Medium Slow,White,50.0,Ghost Dog Pokémon,9,No
973,#0973,Flamigo,Flying / Fighting,Scrappy / Tangled Feet,Costar,"50% male, 50% female",20cycles,Flying,175.0,1.6,37.0,Medium Slow,Pink,50.0,Synchronize Pokémon,9,No
974,#0974,Cetoddle,Ice,Thick Fat / Snow Cloak,Sheer Force,"50% male, 50% female",25cycles,Field,67.0,1.2,45.0,Medium Slow,White,50.0,Terra Whale Pokémon,9,No
975,#0975,Cetitan,Ice,Thick Fat / Slush Rush,Sheer Force,"50% male, 50% female",25cycles,Field,182.0,4.5,700.0,Medium Slow,White,50.0,Terra Whale Pokémon,9,No
976,#0976,Veluza,Water / Psychic,Mold Breaker,Sharpness,"50% male, 50% female",20cycles,Water 2,167.0,2.5,90.0,Fast,Gray,50.0,Jettison Pokémon,9,No
977,#0977,Dondozo,Water,Unaware / Oblivious,Water Veil,"50% male, 50% female",40cycles,Water 2,265.0,12.0,220.0,Slow,Blue,50.0,Big Catfish Pokémon,9,No
978,#0978,Tatsugiri,Dragon / Water,Commander,Storm Drain,"50% male, 50% female",35cycles,Water 2,166.0,0.3,8.0,Medium Slow,Red,50.0,Mimicry Pokémon,9,No
979,#0979,Annihilape,Fighting / Ghost,Vital Spirit / Inner Focus,Defiant,"50% male, 50% female",20cycles,Field,268.0,1.2,56.0,Medium Fast,Gray,50.0,Rage Monkey Pokémon,9,No
980,#0980,Clodsire,Poison / Ground,Poison Point / Water Absorb,Unaware,"50% male, 50% female",20cycles,Water 1 / Field,151.0,1.8,223.0,Medium Fast,Brown,50.0,Spiny Fish Pokémon,9,No
981,#0981,Farigiraf,Normal / Psychic,Cud Chew / Armor Tail,Sap Sipper,"50% male, 50% female",20cycles,Field,260.0,3.2,160.0,Medium Fast,Brown,50.0,Long Neck Pokémon,9,No
982,#0982,Dudunsparce,Normal,Serene Grace / Run Away,Rattled,"50% male, 50% female",20cycles,Field,182.0,3.6,39.2,Medium Fast,Yellow,50.0,Land Snake Pokémon,9,No
983,#0983,Kingambit,Dark / Steel,Defiant / Supreme Overlord,Pressure,"50% male, 50% female",20cycles,Human-Like,275.0,2.0,120.0,Medium Fast,Black,50.0,Big Blade Pokémon,9,No
984,#0984,Great Tusk,Ground / Fighting,Protosynthesis,None,Gender unknown,50cycles,No Eggs Discovered,285.0,2.2,320.0,Slow,Purple,0.0,Paradox Pokémon,9,No
985,#0985,Scream Tail,Fairy / Psychic,Protosynthesis,None,Gender unknown,50cycles,No Eggs Discovered,285.0,1.2,8.0,Slow,Pink,0.0,Paradox Pokémon,9,No
986,#0986,Brute Bonnet,Grass / Dark,Protosynthesis,None,Gender unknown,50cycles,No Eggs Discovered,285.0,1.2,21.0,Slow,White,0.0,Paradox Pokémon,9,No
987,#0987,Flutter Mane,Ghost / Fairy,Protosynthesis,None,Gender unknown,50cycles,No Eggs Discovered,285.0,1.4,4.0,Slow,Gray,0.0,Paradox Pokémon,9,No
988,#0988,Slither Wing,Bug / Fighting,Protosynthesis,None,Gender unknown,50cycles,No Eggs Discovered,285.0,3.2,92.0,Slow,White,0.0,Paradox Pokémon,9,No
989,#0989,Sandy Shocks,Electric / Ground,Protosynthesis,None,Gender unknown,50cycles,No Eggs Discovered,285.0,2.3,60.0,Slow,Gray,0.0,Paradox Pokémon,9,No
990,#0990,Iron Treads,Ground / Steel,Quark Drive,None,Gender unknown,50cycles,No Eggs Discovered,285.0,0.9,240.0,Slow,Gray,0.0,Paradox Pokémon,9,No
991,#0991,Iron Bundle,Ice / Water,Quark Drive,None,Gender unknown,50cycles,No Eggs Discovered,285.0,0.6,11.0,Slow,Red,0.0,Paradox Pokémon,9,No
992,#0992,Iron Hands,Fighting / Electric,Quark Drive,None,Gender unknown,50cycles,No Eggs Discovered,285.0,1.8,380.7,Slow,Gray,0.0,Paradox Pokémon,9,No
993,#0993,Iron Jugulis,Dark / Flying,Quark Drive,None,Gender unknown,50cycles,No Eggs Discovered,285.0,1.3,111.0,Slow,Blue,0.0,Paradox Pokémon,9,No
994,#0994,Iron Moth,Fire / Poison,Quark Drive,None,Gender unknown,50cycles,No Eggs Discovered,285.0,1.2,36.0,Slow,White,0.0,Paradox Pokémon,9,No
995,#0995,Iron Thorns,Rock / Electric,Quark Drive,None,Gender unknown,50cycles,No Eggs Discovered,285.0,1.6,303.0,Slow,Green,0.0,Paradox Pokémon,9,No
996,#0996,Frigibax,Dragon / Ice,Thermal Exchange,Ice Body,"50% male, 50% female",40cycles,Dragon / Mineral,64.0,0.5,17.0,Slow,Gray,50.0,Ice Fin Pokémon,9,No
997,#0997,Arctibax,Dragon / Ice,Thermal Exchange,Ice Body,"50% male, 50% female",40cycles,Dragon / Mineral,148.0,0.8,30.0,Slow,Blue,50.0,Ice Fin Pokémon,9,No
998,#0998,Baxcalibur,Dragon / Ice,Thermal Exchange,Ice Body,"50% male, 50% female",40cycles,Dragon / Mineral,300.0,2.1,210.0,Slow,Blue,50.0,Ice Dragon Pokémon,9,No
999,#0999,Gimmighoul,Ghost,Rattled,Run Away,Gender unknown,50cycles,No Eggs Discovered,60.0,0.3,5.0,Slow,Red,50.0,Coin Chest PokémonCoin Hunter Pokémon,9,No
1000,#1000,Gholdengo,Steel / Ghost,Good as Gold,None,Gender unknown,50cycles,No Eggs Discovered,275.0,1.2,30.0,Slow,Yellow,50.0,Coin Entity Pokémon,9,No
1001,#1001,Wo-Chien,Dark / Grass,Tablets of Ruin,None,Gender unknown,50cycles,No Eggs Discovered,285.0,1.5,74.2,Slow,Brown,0.0,Ruinous Pokémon,9,Yes
1002,#1002,Chien-Pao,Dark / Ice,Sword of Ruin,None,Gender unknown,50cycles,No Eggs Discovered,285.0,1.9,152.2,Slow,White,0.0,Ruinous Pokémon,9,Yes
1003,#1003,Ting-Lu,Dark / Ground,Vessel of Ruin,None,Gender unknown,50cycles,No Eggs Discovered,285.0,2.7,699.7,Slow,Brown,0.0,Ruinous Pokémon,9,Yes
1004,#1004,Chi-Yu,Dark / Fire,Beads of Ruin,None,Gender unknown,50cycles,No Eggs Discovered,285.0,0.4,4.9,Slow,Red,0.0,Ruinous Pokémon,9,Yes
1005,#1005,Roaring Moon,Dragon / Dark,Protosynthesis,None,Gender unknown,50cycles,No Eggs Discovered,295.0,2.0,380.0,Slow,Blue,0.0,Paradox Pokémon,9,No
1006,#1006,Iron Valiant,Fairy / Fighting,Quark Drive,None,Gender unknown,50cycles,No Eggs Discovered,295.0,1.4,35.0,Slow,White,0.0,Paradox Pokémon,9,No
1007,#1007,Koraidon,Fighting / Dragon,Orichalcum Pulse,None,Gender unknown,50cycles,No Eggs Discovered,335.0,2.5,303.0,Slow,Red,0.0,Paradox Pokémon,9,Yes
1008,#1008,Miraidon,Electric / Dragon,Hadron Engine,None,Gender unknown,50cycles,No Eggs Discovered,335.0,3.5,240.0,Slow,Purple,0.0,Paradox Pokémon,9,Yes
1009,#1009,Walking Wake,Water / Dragon,Protosynthesis,None,Gender unknown,50cycles,No Eggs Discovered,295.0,3.5,280.0,Slow,Blue,0.0,Paradox Pokémon,9,No
1010,#1010,Iron Leaves,Grass / Psychic,Quark Drive,None,Gender unknown,50cycles,No Eggs Discovered,295.0,1.5,125.0,Slow,Green,0.0,Paradox Pokémon,9,No
1011,#1011,Dipplin,Grass / Dragon,Supersweet Syrup / Gluttony,Sticky Hold,"50% male, 50% female",20cycles,Grass / Dragon,170.0,0.4,4.4,Erratic,Green,50.0,Candy Apple Pokémon,9,No
1012,#1012,Poltchageist,Grass / Ghost,Hospitality,Heatproof,Gender unknown,20cycles,Mineral / Amorphous,62.0,0.1,1.1,Medium Fast,Green,50.0,Matcha Pokémon,9,No
1013,#1013,Sinistcha,Grass / Ghost,Hospitality,Heatproof,Gender unknown,20cycles,Mineral / Amorphous,178.0,0.2,2.2,Medium Fast,Green,50.0,Matcha Pokémon,9,No
1014,#1014,Okidogi,Poison / Fighting,Toxic Chain,Guard Dog,100% male,120cycles,No Eggs Discovered,278.0,1.8,92.2,Slow,Black,0.0,Retainer Pokémon,9,Yes
1015,#1015,Munkidori,Poison / Psychic,Toxic Chain,Frisk,100% male,120cycles,No Eggs Discovered,278.0,1.0,12.2,Slow,Black,0.0,Retainer Pokémon,9,Yes
1016,#1016,Fezandipiti,Poison / Fairy,Toxic Chain,Technician,100% male,120cycles,No Eggs Discovered,278.0,1.4,30.1,Slow,Black,0.0,Retainer Pokémon,9,Yes
1017,#1017,Ogerpon,Grass,Defiant,,100% female,10cycles,No Eggs Discovered,275.0,1.2,39.8,Slow,Green,50.0,Mask Pokémon,9,Yes
1018,#1018,Archaludon,Steel / Dragon,Stamina / Sturdy,Stalwart,"50% male, 50% female",30cycles,Mineral / Dragon,300.0,2.0,60.0,Medium Fast,White,50.0,Alloy Pokémon,9,No
1019,#1019,Hydrapple,Grass / Dragon,Supersweet Syrup / Regenerator,Sticky Hold,"50% male, 50% female",20cycles,Grass / Dragon,270.0,1.8,93.0,Erratic,Green,50.0,Apple Hydra Pokémon,9,No
1020,#1020,Gouging Fire,Fire / Dragon,Protosynthesis,None,Gender unknown,50cycles,No Eggs Discovered,295.0,3.5,590.0,Slow,Brown,0.0,Paradox Pokémon,9,No
1021,#1021,Raging Bolt,Electric / Dragon,Protosynthesis,None,Gender unknown,50cycles,No Eggs Discovered,295.0,5.2,480.0,Slow,Yellow,0.0,Paradox Pokémon,9,No
1022,#1022,Iron Boulder,Rock / Psychic,Quark Drive,None,Gender unknown,50cycles,No Eggs Discovered,295.0,1.5,162.5,Slow,Gray,0.0,Paradox Pokémon,9,No
